23,Quintana Roo,144233.02,156941.599,163681.664,174364.522,192904.582,203018.581,185671.746,195148.828,206053.849,215709.871,225272.667,233252.369,244081.496,261497.598,272211.726,286533.451,290182.71,222133.89
24,San Luis Potosí,224280.267,237464.465,247240.388,258649.446,264315.631,270024.005,255845.961,269397.22,283881.746,297293.962,307896.47,316716.343,329359.358,342065.043,354677.904,369840.94,368609.775,341481.841
25,Sinaloa,268247.066,284658.629,285708.482,294951.695,305622.537,316380.798,303066.175,312655.113,318762.638,330191.387,334097.307,340077.857,358848.314,376438.398,380987.655,390894.97,398152.897,369802.681
26,Sonora,365533.727,384484.325,404881.254,429625.189,435397.343,436717.189,410374.271,431501.919,471510.171,495926.031,510315.674,522896.949,549606.823,578945.379,575986.463,581413.804,580732.615,551290.303
27,Tabasco,374891.404,391243.029,421079.732,445309.616,454079.113,475202.827,495944.159,525011.917,549751.131,564003.811,553628.205,564794.238,562212.305,534685.495,509388.361,467226.446,448891.865,464462.272
28,Tamaulipas,391574.439,410112.746,436490.981,449609.24,464007.812,483350.662,439739.323,448215.116,456768.535,466371.322,473241.401,477891.309,492586.952,500458.048,498369.426,508491.928,517419.862,473081.269
29,Tlaxcala,83254.186,89789.73,79279.279,77889.934,79019.573,83246.79,81739.53,88809.886,86031.739,89918.601,87657.644,90362.518,96458.62,96859.667,95585.227,98881.599,103564.841,90940.71
30,Veracruz,613590.201,643859.491,648906.398,684557.368,705608.578,704314.03,688981.395,718148.55,746817.731,779730.434,781357.276,780785.356,785745.931,784930.108,776072.856,794018.647,801594.693,737613.128
31,Yucatán,161636.497,169013.747,176907.681,185462.602,191217.075,193158.623,189365.458,196149.981,202893.85,214700.599,215788.237,223858.768,230374.526,242505.306,252391.124,261283.809,263341.632,242545.35
32,Zacatecas,101406.31,105664.685,105661.441,112108.368,115935.139,126383.577,130512,144730.56,144876.886,148728.64,146858.788,156808.457,159905.359,157998.056,157621.131,157631.239,151882.034,145329.949
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,Oaxaca,82.66832135,85.84255715,87.0318993,88.80219469,89.53199974,92.30918113,91.44443822,92.901956,95.69879803,97.6230447,100,101.9237567,106.1490626,104.5065756,102.0376043,106.2009981,103.0044929,96.60339334
,Puebla,76.24502174,78.17098402,82.46006841,86.12340392,89.70878373,90.31556454,83.30731476,90.50783347,95.01146172,100.9570458,100,101.3373224,104.1111843,106.9431101,113.4468675,116.2900507,114.662642,102.2922462
,Querétaro,66.28547558,71.22643481,76.03718767,80.76767733,84.88461573,86.98666883,84.47502352,89.81637342,96.52348215,99.47018424,100,107.0867044,113.2595453,118.1124989,123.4757786,127.1118084,126.0349717,114.2001108
,Quintana Roo,64.02597435,69.66739511,72.65935374,77.40154379,85.63159684,90.12126669,82.42089396,86.62783222,91.46864187,95.75501275,100,103.5422415,108.3493614,116.0804821,120.8365532,127.1940599,128.8139897,98.6066765
,San Luis Potosí,72.8427536,77.12477671,80.29984494,84.0053301,85.84561915,87.69961052,83.09480164,87.49604047,92.20038996,96.55646978,100,102.864558,106.9708133,111.0974228,115.1938845,120.1186035,119.7187402,110.9080078
,Sinaloa,80.29010123,85.20231173,85.51654743,88.28317045,91.47710281,94.6972009,90.71194788,93.58205123,95.41011894,98.83090348,100,101.7900623,107.4083228,112.6732811,114.0349374,117.0003355,119.1727346,110.6871182
,Sonora,71.62894373,75.34244872,79.33937259,84.18812333,85.31921812,85.57785137,80.4157685,84.55588197,92.39578461,97.18024671,100,102.4653907,107.6993812,113.4484807,112.86866,113.9321862,113.7987024,108.0292711
,Tabasco,67.71537299,70.668912,76.05821528,80.4347777,82.01878244,85.83428783,89.58072485,94.83113618,99.29969717,101.8741108,100,102.016883,101.5505171,96.57844203,92.00910582,84.39354097,81.08182729,83.89425752
,Tamaulipas,82.74306478,86.66036934,92.23431848,95.00632004,98.0488628,102.1361743,92.92072124,94.71172959,96.51914098,98.5482929,100,100.9825658,104.0878822,105.7511128,105.309769,107.4487412,109.3352908,99.96616272
,Tlaxcala,94.97652709,102.4322876,90.44194594,88.85697863,90.14567286,94.96808972,93.24860477,101.3144798,98.14516461,102.5793039,100,103.0857252,110.0401695,110.4976846,109.0438011,112.8043083,118.1469593,103.7453277
,Veracruz de Ignacio de la Llave,78.52876269,82.40269986,83.04861527,87.61131291,90.30549784,90.13981845,88.17751062,91.91039388,95.57954523,99.79179281,100,99.92680429,100.5616707,100.4572597,99.32368711,101.620433,102.5900337,94.4015178
,Yucatán,74.9051474,78.3238926,81.98207811,85.94657641,88.61329869,89.51304561,87.75522736,90.89929262,94.02451812,99.49596975,100,103.7400236,106.7595385,112.3811517,116.9624107,121.0834347,122.0370654,112.3997088
,Zacatecas,69.05021578,71.94985499,71.94764606,76.33752772,78.94327645,86.05789188,88.86904337,98.55083374,98.65047095,101.2732313,100,106.7749905,108.8837523,107.5850197,107.3283616,107.3352444,103.4204599,98.95897343
,Variación porcentual anual,,,,,,,,,,,,,,,,,,
,a  B.1bP - Producto interno bruto,NA,3.92059081,2.307807066,4.495077894,2.291445714,1.143584587,-5.285744137,5.118118143,3.66300793,3.642322679,1.354091962,2.849773255,3.293151528,2.630532425,2.113129135,2.194994725,-0.1990477723,-8.057318605
,"D.21-D.31 - Impuestos sobre los productos, netos",NA,4.081569254,3.101112777,7.522536804,1.627496905,3.641111679,-6.445366229,4.18979286,4.054958018,1.484033862,0.9282322052,6.197134355,5.795052831,7.25783182,3.630628249,3.322275704,-0.2025425894,-13.11505528
,a  B.1bV - Valor agregado bruto,,,,,,,,,,,,,,,,,,
,Estados Unidos Mexicanos,NA,3.914148619,2.276007941,4.372745233,2.319083803,1.04032256,-5.236564486,5.156986198,3.646748389,3.732209661,1.371443352,2.713982346,3.188216347,2.431550297,2.044799141,2.14344684,-0.1988861688,-7.823379545
,Aguascalientes,NA,4.41965146,2.428905787,6.54472272,8.8285664,0.4290379548,-5.098401369,6.248529404,4.421190255,5.518923413,3.049697093,10.2200676,4.062191695,6.786290233,2.377773087,3.777490527,-1.085109932,-7.96814238
,Baja California,NA,5.8798536,2.36466595,5.314248508,1.219680406,-0.8719394019,-10.88622059,5.007185994,2.928354224,3.477147035,2.083270435,2.706031309,6.972612273,4.710660704,3.318919618,2.298585665,1.640600133,-3.768622213
,Baja California Sur,NA,7.230230153,7.175901153,7.160319034,13.39354086,2.613884184,-0.5841183029,2.139204758,3.661208931,2.299819083,-1.975518807,0.8688120223,12.49159398,2.626429772,10.77125623,16.73037324,-8.225679064,-23.25712972
,Campeche,NA,1.150317209,-1.984524676,-2.33535255,-6.576569979,-8.478949656,-9.971231496,-3.431134563,-3.64268954,-1.612763773,0.8811012829,-4.868190287,-7.05217899,-5.801772526,-10.44429125,-1.564817743,-2.295968958,-6.826638368
,Coahuila de Zaragoza,NA,2.879323523,2.165013349,4.71165812,4.160448321,-0.4299647887,-15.45156509,16.28763582,6.787471263,5.035231631,-2.064375908,3.903733416,0.842478986,1.474508893,5.151378928,1.06639768,-0.7026622847,-11.31165751
,Colima,NA,0.09023823419,0.6846028422,6.263885975,6.883116606,1.841111611,-3.175046211,7.253764378,7.260193771,2.951072733,0.9743253636,2.494805269,2.320952384,2.814142079,3.513239112,2.93180884,3.873085887,-7.196521522
,Chiapas,NA,-3.928425854,0.7985996403,3.385532683,1.659325557,2.278320348,-0.6161789763,5.567222513,3.120880431,1.891968377,-1.337513966,4.664547216,-2.114529693,-0.2701633207,-3.293486186,-3.572547435,-2.233998274,-2.800417507
,Chihuahua,NA,4.504653975,3.331404755,7.816007539,3.578944766,1.413313731,-9.009607272,4.168065029,2.305813678,7.424886179,3.72936341,1.974283758,5.136860206,4.614307054,3.236910798,2.281129197,1.560536161,-6.08326708
,Ciudad de México,NA,4.408039255,1.398408168,5.165038649,1.425133821,1.736524527,-3.586152404,3.572207948,3.551272356,3.951672453,1.48567426,2.823935049,4.411083382,3.046933657,2.986110572,2.656990575,0.2040490166,-8.812714611
,Durango,NA,3.099313028,-1.687401059,3.474922234,1.447564548,1.851877983,-1.592622735,3.792187085,4.16299921,3.759381669,3.339703694,2.071282071,-0.04173113548,4.029725504,-0.5490116209,1.35935477,0.8769932297,-7.029099393
,Guanajuato,NA,2.874105604,0.8143648535,5.063809006,2.320265101,2.924893209,-4.244230702,7.368823777,5.993110205,4.151832565,4.143043277,4.290333293,5.445242616,2.979027331,4.581889589,1.265391224,-1.583898493,-7.355547209
,Guerrero,NA,5.387576772,1.38246879,2.213279099,2.675735495,1.661945444,-3.382630077,5.292812166,1.221215001,1.697285524,0.3176700098,4.043494941,0.8440522702,2.005598331,-0.03879325677,2.815875193,0.0264967654,-8.976677426
,Hidalgo,NA,6.681133562,-0.7704532726,2.804572008,3.198944692,3.54313168,-6.331028636,5.482358252,4.006524676,3.834575261,3.674089784,5.230700609,6.430494678,3.919120185,0.4777865917,2.546338319,-1.640166224,-10.63086901
,Jalisco,NA,3.054376295,2.794120187,5.210712699,3.062055326,0.595048184,-5.253184237,6.325580698,3.001627874,4.420923144,2.340292943,4.77902782,3.525684666,4.004460483,2.391939712,2.673768425,0.7168153198,-7.482081795
,México,NA,2.426281276,2.378004613,4.668568254,2.950935992,1.138380624,-4.959037866,7.735453536,4.616390459,4.405819739,1.877590984,2.720404421,3.058675489,2.78746179,4.810507853,3.289254978,-1.709584069,-6.078272951
,Michoacán de Ocampo,NA,2.225480932,1.662589097,4.713655827,2.440545857,1.94525281,-5.275498132,4.026528553,4.096344798,2.5503477,2.112204024,5.616513309,1.681240223,4.163736194,3.169416879,2.290764404,0.04352554712,-6.571841657
,Morelos,NA,1.062308779,7.227348442,-1.810877265,0.6823444781,0.2050165409,-0.7804204838,3.941897309,-0.1750892552,0.5952372229,3.646929708,1.94167896,0.974860032,3.701708151,4.54006052,-0.9457115469,-0.132695562,-10.68485257
,Nayarit,NA,14.15701761,3.902448845,2.100202961,-0.532107949,7.218537308,-5.345649111,5.102873706,2.984089748,0.09538632764,2.804796513,5.171672693,4.657692645,4.743206866,1.278002473,-0.2976212072,0.3337947834,-11.49830024
,Nuevo León,NA,5.71634305,4.188690566,6.934316624,6.104382178,1.565764998,-6.629085945,7.605386741,4.353169652,4.11338506,1.003945829,3.215002617,5.762629133,2.407485465,3.888262823,3.568246621,1.43774087,-7.686298202
,Oaxaca,NA,3.839724511,1.385492458,2.034076473,0.8218322262,3.101886923,-0.9367897118,1.593883463,3.01053083,2.010732332,2.434830122,1.923756685,4.145555491,-1.547340094,-2.362503309,4.080254394,-3.009863638,-6.214388671
,Puebla,NA,2.526017091,5.486798518,4.442556954,4.163072583,0.6763895162,-7.759736454,8.643321105,4.975954099,6.257754586,-0.9479732883,1.337322408,2.737255927,2.720097616,6.081511311,2.506180512,-1.39943932,-10.7885146
,Querétaro,NA,7.454060165,6.754167713,6.221284356,5.097259869,2.47636522,-2.887391074,6.322993084,7.467579107,3.052834423,0.5326377558,7.086704358,5.764339278,4.284807588,4.540823123,2.944731253,-0.8471571346,-9.390140435
,Quintana Roo,NA,8.811143939,4.294632553,6.526606426,10.63293139,5.243006099,-8.544456825,5.104213325,5.588053544,4.686164343,4.433174966,3.542241545,4.642665387,7.13536351,4.097218514,5.261244697,1.27358917,-23.45033582
,San Luis Potosí,NA,5.878447612,4.116794064,4.614560789,2.190681282,2.159680825,-5.250660585,5.296647618,5.376642714,4.724578522,3.566338155,2.864558012,3.991904832,3.857696674,3.687269792,4.27515665,-0.3328904042,-7.35952648
,Sinaloa,NA,6.118077355,0.3688112332,3.235190266,3.61782698,3.520113767,-4.208416909,3.163974997,1.953438388,3.585347728,1.182926071,1.790062319,5.51945874,4.90181598,1.208499724,2.600429402,1.856746072,-7.12043444
,Sonora,NA,5.18436374,5.305009248,6.111405444,1.34353249,0.3031359794,-6.032031407,5.148385143,9.271859577,5.178225519,2.901570416,2.465390667,5.108056961,5.338098941,-0.5110872471,0.9422688463,-0.117160789,-5.069856805
,Tabasco,NA,4.361696434,7.626130254,5.754227088,1.969303308,4.651989795,4.364732451,5.861094938,4.712124277,2.592569473,-1.839634023,2.016882973,-0.4571457756,-4.89615929,-4.731217554,-8.27696866,-3.924131683,3.468632028
,Tamaulipas,NA,4.734299575,6.431947131,3.00539062,3.202463544,4.168647488,-9.022712169,1.927458509,1.908328991,2.102331107,1.473092078,0.9825657667,3.075101539,1.597909967,-0.4173420746,2.031124197,1.755767104,-8.569171046
,Tlaxcala,NA,7.850108582,-11.70562714,-1.752469268,1.450301653,5.349582185,-1.810592336,8.649861334,-3.128195661,4.517939594,-2.514448596,3.085725188,6.74627283,0.4157710322,-1.315759221,3.448620779,4.736211841,-12.18959145
,Veracruz de Ignacio de la Llave,NA,4.933144296,0.7838522334,5.49400809,3.075156442,-0.1834654567,-2.176960042,4.233373384,3.992096203,4.407059666,0.2086415932,-0.07319570926,0.6353314598,-0.1038278364,-1.128412824,2.312384831,0.9541395569,-7.981785004
,Yucatán,NA,4.564099159,4.670586943,4.835810945,3.102767317,1.015363298,-1.963756493,3.582766927,3.43811861,5.819175396,0.506583589,3.740023605,2.910655704,5.265677682,4.076536783,3.523374697,0.7875815221,-7.897073411
,Zacatecas,NA,4.199319549,-0.003070089122,6.101494489,3.413457058,9.012313342,3.26658186,10.89444649,0.1011023518,2.658639419,-1.257223894,6.774990544,1.974958532,-1.192769906,-0.2385630618,0.00641284575,-3.647249769,-4.313930244
,Contribución a la variación nacional,,,,,,,,,,,,,,,,,,
,a  B.1bP - Producto interno bruto,,,,,,,,,,,,,,,,,,
,"D.21-D.31 - Impuestos sobre los productos, netos",,,,,,,,,,,,,,,,,,
,a  B.1bV - Valor agregado bruto,,,,,,,,,,,,,,,,,,
,Estados Unidos Mexicanos,NA,3.914148619,2.276007941,4.372745233,2.319083803,1.04032256,-5.236564486,5.156986198,3.646748389,3.732209661,1.371443352,2.713982346,3.188216347,2.431550297,2.044799141,2.14344684,-0.1988861688,-7.823379545
,Aguascalientes,NA,0.04265043515,0.02355340339,0.06355987246,0.087523926,0.004523958183,-0.05343446539,0.06558401428,0.04688610747,0.05896472797,0.03314449147,0.1129118471,0.04815897811,0.08113572879,0.02963683844,0.04723671122,-0.01378613932,-0.100334963
,Baja California,NA,0.1870425855,0.07664475325,0.1723974339,0.03992408867,-0.02823472661,-0.3458408576,0.1495880699,0.08735901606,0.1030116935,0.06156585837,0.0805315486,0.2074890248,0.145319513,0.1046636793,0.07339203645,0.0524626359,-0.1227331274
,Baja California Sur,NA,0.04378031661,0.04483795307,0.04688404553,0.09003990005,0.01947410972,-0.004419605336,0.01698048154,0.02822776548,0.01773398138,-0.01502294163,0.006388789155,0.09020652063,0.02067644307,0.08495752837,0.1432442994,-0.08048535128,-0.2092603704
,Campeche,NA,0.09594396138,-0.1611198681,-0.1817046027,-0.4788099891,-0.5636441175,-0.6003962804,-0.1962761167,-0.1913598683,-0.07876412479,0.04081395277,-0.2244112134,-0.3010901346,-0.2231223132,-0.3693773541,-0.04856880896,-0.06867513858,-0.1999021769
,Coahuila de Zaragoza,NA,0.1000896469,0.07450967794,0.1619773562,0.1434923003,-0.01509619701,-0.5346149216,0.5027955511,0.2317057389,0.1770976755,-0.07351967143,0.134313601,0.02932246676,0.05015361359,0.1735807429,0.03702723941,-0.02414043344,-0.3866578962
,Colima,NA,0.000486666838,0.003556287826,0.03203253739,0.03583696416,0.01001333322,-0.0174051195,0.04062907215,0.04147592546,0.01744659509,0.005716787166,0.01458075452,0.01353573563,0.0162740678,0.02039280283,0.01726274617,0.02298108124,-0.0444430243
,Chiapas,NA,-0.07761171579,0.0145867338,0.06094480449,0.02958788642,0.04036339715,-0.01105016243,0.1047068895,0.05892570308,0.03554122943,-0.02467989013,0.08377044339,-0.03869591675,-0.004689924637,-0.05566557334,-0.05722340504,-0.03378070512,-0.04148213759
,Chihuahua,NA,0.1292765193,0.09614939666,0.227909641,0.1078025074,0.04309503963,-0.2757368541,0.1224836682,0.06712192076,0.2133411329,0.1109713259,0.06011345986,0.1552819568,0.1421198159,0.1018207318,0.0725937934,0.04972885382,-0.1972700223
,Ciudad de México,NA,0.7486231131,0.2386222774,0.8737918283,0.2429261846,0.2934192151,-0.6101246125,0.6183368833,0.6054489144,0.6730916782,0.2535915233,0.4825640319,0.7545884695,0.5274051813,0.5199823547,0.4669393952,0.03603985445,-1.562816943
,Durango,NA,0.03773799121,-0.02038509513,0.04035291603,0.01666540124,0.02113854969,-0.01832525585,0.04531205417,0.04909721492,0.04455790286,0.03959405717,0.02503299984,-0.000501196298,0.04688260525,-0.006486964441,0.01565348438,0.0100213857,-0.08118727445
,Guanajuato,NA,0.1003158095,0.02813954503,0.1724741512,0.07955186076,0.1002831028,-0.1482321584,0.2600553382,0.2159533428,0.1529922572,0.1532859598,0.1630754455,0.2101499373,0.1174852654,0.1816638752,0.05141790551,-0.06380687059,-0.2922037977
,Guerrero,NA,0.07838023392,0.02039779178,0.03237077488,0.03832483619,0.02388719036,-0.04891775365,0.07803921558,0.01802931134,0.02447134158,0.004490294445,0.05656103063,0.01195955766,0.02777217656,-0.0005349491,0.03803734862,0.000360279344,-0.1223324835
,Hidalgo,NA,0.09551795969,-0.01130821678,0.03993757175,0.04486907485,0.05012406566,-0.09178249242,0.07856116857,0.05759039337,0.05531009343,0.05304754045,0.07723781005,0.0972808521,0.06115155991,0.007563357542,0.03968953067,-0.02566595156,-0.1639534919
,Jalisco,NA,0.1933337423,0.1753969171,0.3287520778,0.1947409424,0.03811873894,-0.335035558,0.4033596916,0.1935301254,0.2832651193,0.1509469204,0.3111892732,0.2341926837,0.2668651573,0.1618513444,0.1815368384,0.0489212166,-0.5153223974
,México,NA,0.202540067,0.1956677347,0.3845237149,0.2437408847,0.0946084104,-0.4125351388,0.6453856893,0.3945995609,0.3801236029,0.1630460125,0.2374136582,0.266951757,0.2429756512,0.420776189,0.2955096848,-0.1553135248,-0.5438445705
,Michoacán de Ocampo,NA,0.05217995963,0.03834857831,0.1080711086,0.0561377401,0.044798064,-0.1225798121,0.09352070971,0.09411947393,0.05885212896,0.04818614221,0.1290669671,0.03972650351,0.09694926161,0.07504529511,0.05483838169,0.001043456522,-0.1579322452
,Morelos,NA,0.01336911332,0.08845967899,-0.0232373811,0.008237171705,0.002435342324,-0.009193788628,0.04862143209,-0.002134688177,0.006989534932,0.04152879986,0.02260685893,0.0112648984,0.0418572164,0.05197350126,-0.01109100487,-0.001509146414,-0.1215994054
,Nayarit,NA,0.08578816616,0.02597890018,0.01420354738,-0.003520260506,0.04642485261,-0.03648185649,0.03478492624,0.02033127467,0.000645733486,0.01832183507,0.03426071243,0.03159405707,0.03263230023,0.008990822767,-0.002078049404,0.00227492221,-0.07878299745
,Nuevo León,NA,0.3658941097,0.2727613685,0.459997066,0.4148805751,0.1103531271,-0.4696391934,0.5308878675,0.3109445663,0.2958194386,0.07246537761,0.2312194272,0.4164634773,0.178329034,0.2879465987,0.2690213899,0.1099078424,-0.5972133036
,Oaxaca,NA,0.06205263753,0.02237449229,0.03256254544,0.01286152211,0.04783360426,-0.01474080314,0.02621846124,0.04784352222,0.03175852108,0.03781872742,0.03019398315,0.06456525255,-0.02432274213,-0.03569380858,0.05898389757,-0.0443354256,-0.08895997566
,Puebla,NA,0.07962896143,0.1706527071,0.142512027,0.1336358207,0.02210359473,-0.252665486,0.2739424501,0.1629370901,0.2075373496,-0.03220481763,0.04439239763,0.08964534484,0.08869409023,0.1988581478,0.08519086792,-0.04773910897,-0.3636016846
,Querétaro,NA,0.1258892397,0.1179548231,0.1134057268,0.09456189163,0.04718770135,-0.05580186636,0.1252277699,0.1495363703,0.06338580885,0.01098669446,0.1449675708,0.1229368459,0.093664067,0.1010563413,0.06713819963,-0.01946621937,-0.21436778
,Quintana Roo,NA,0.1011901632,0.05164528809,0.08003506592,0.1330812526,0.07095320351,-0.1204410757,0.06943656357,0.07598046666,0.06491095743,0.06197136048,0.05101256746,0.06739914518,0.1050465504,0.06308904024,0.08264213821,0.02061580955,-0.385195244
,San Luis Potosí,NA,0.1049772085,0.07490734283,0.08547569471,0.04067209046,0.04004621932,-0.09843979439,0.09928719168,0.10092058,0.09016132956,0.06870917723,0.05638360511,0.07868855943,0.07663531025,0.07426953413,0.08749684251,-0.006955237534,-0.1535596232
,Sinaloa,NA,0.1306746205,0.008044426965,0.0692493677,0.0765957079,0.07547292442,-0.09244496282,0.07025610869,0.04255403081,0.07682781168,0.02531217609,0.03823240647,0.1168249995,0.1060959362,0.02678783172,0.0571692094,0.04100230781,-0.1604784384
,Sonora,NA,0.1508913077,0.1562900765,0.185379462,0.04143273996,0.009259176498,-0.1829019173,0.154797782,0.2787565156,0.1641314455,0.09325157135,0.08042946212,0.1662389476,0.176957743,-0.01742327239,0.03131794983,-0.003848250479,-0.1666603264
